user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ERR1018238_515A.SZAXPI015233-19_bin.71	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	GCA_025758045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	98.31	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 90.07, 0.517; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 91.11, 0.606; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 89.22, 0.457	N/A	N/A	N/A	N/A
ERR1018239_512A.SZAXPI015234-20_bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.78	0.784	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 86.55, 0.328; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 86.83, 0.328; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.21, 0.35; GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 84.84, 0.178; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.04, 0.223	N/A	N/A	N/A	N/A
ERR1018239_512A.SZAXPI015234-20_bin.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	GCA_025758045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	98.11	0.85	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 89.82, 0.511; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 88.74, 0.483; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 90.78, 0.605	N/A	N/A	N/A	N/A
ERR1018241_A10A.SZAXPI015237-23_bin.23	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.01	0.862	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.51, 0.687; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.0, 0.582; GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.91, 0.881; GCA_009363175.1, s__Citrobacter_A telavivensis, 95.0, 82.51, 0.161; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 93.0, 0.753; GCA_011881725.1, s__Escherichia coli_E, 95.0, 92.15, 0.72; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 92.74, 0.746; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.94, 0.515; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.74, 0.682; GCF_000018045.1, s__Citrobacter_B koseri, 95.0, 83.28, 0.168; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.63, 0.738; GCF_019048065.1, s__Citrobacter_A farmeri, 95.0, 82.3, 0.154; GCF_000981805.1, s__Citrobacter_A amalonaticus_C, 95.0, 82.91, 0.164; GCF_001559075.2, s__Citrobacter_A amalonaticus_F, 95.0, 82.44, 0.156; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.0, 0.755	N/A	N/A	N/A	N/A
ERR1018245_M2-PK523A.SZAXPI015241-27_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.81	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 88.39, 0.279; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 88.49, 0.335; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 88.33, 0.336; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 86.93, 0.236	N/A	N/A	N/A	N/A
ERR1018246_M2-PK524A.SZAXPI015242-30_bin.14	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.83	0.648	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_014836715.1, s__Escherichia whittamii, 95.0, 88.81, 0.336; GCF_036503815.1, s__Escherichia coli_F, 95.84, 94.11, 0.453; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 91.92, 0.209; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 89.55, 0.338; GCF_002900365.1, s__Escherichia marmotae, 95.0, 87.6, 0.259; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 89.92, 0.165; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 93.04, 0.342; GCF_000759775.1, s__Escherichia albertii, 95.0, 86.2, 0.227; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 91.66, 0.356; GCA_011881725.1, s__Escherichia coli_E, 95.0, 88.15, 0.228	N/A	N/A	N/A	N/A
ERR1018247_M2-PK532A.SZAXPI015243-31_bin.49	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.84	0.838	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.91, 0.351; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.53, 0.351; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.67, 0.308; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.78, 0.236	N/A	N/A	N/A	N/A
ERR1018248_M2-PK533A.SZAXPI015244-32_bin.21	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	96.6	0.611	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 89.96, 0.276; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 88.66, 0.169; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.96, 0.228; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 91.75, 0.284	N/A	N/A	N/A	N/A
ERR1018248_M2-PK533A.SZAXPI015244-32_bin.7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	99.84	0.968	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_031323975.1, s__Escherichia ruysiae, 95.0, 92.39, 0.716; GCA_011881725.1, s__Escherichia coli_E, 95.0, 91.64, 0.725; GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.71, 0.81; GCF_000018045.1, s__Citrobacter_B koseri, 95.0, 82.81, 0.153; GCF_001559075.2, s__Citrobacter_A amalonaticus_F, 95.0, 82.7, 0.151; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.38, 0.71; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.46, 0.713; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.84, 0.655; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.28, 0.66; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.44, 0.486; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.03, 0.594; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 92.47, 0.688	N/A	N/A	N/A	N/A
ERR1018248_M2-PK533A.SZAXPI015244-32_bin.8	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_000438255.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000438255	98.86	0.477	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	26.45	11	0.99982	N/A
ERR1018249_M2-PK543A.SZAXPI015245-33_bin.18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola acetigenes	GCF_027529745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola acetigenes	97.89	0.596	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900106755.1, s__Bacteroides faecis, 95.0, 88.71, 0.152; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 92.99, 0.4; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 90.3, 0.238; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 93.12, 0.409; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 91.79, 0.223; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 97.78, 0.586; GCF_964248265.1, s__Phocaeicola vulgatus, 95.21, 97.53, 0.179; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 89.97, 0.215; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 90.27, 0.341; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 94.75, 0.256; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 88.96, 0.183; GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 94.5, 0.182; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 90.28, 0.209; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 93.94, 0.243; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 93.94, 0.316; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 94.29, 0.477; GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 93.54, 0.379; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 93.81, 0.209; GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 91.59, 0.395; GCF_041227145.1, s__Bacteroides sp041227145, 95.0, 88.62, 0.212; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 93.81, 0.406; GCF_000382445.1, s__Phocaeicola massiliensis, 95.0, 98.18, 0.34; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 89.71, 0.322	N/A	N/A	N/A	N/A
ERR1018251_M2-PK556A.SZAXPI015247-35_bin.40	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095	GCA_900755095.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095	98.75	0.726	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 86.89, 0.161; GCF_041227145.1, s__Bacteroides sp041227145, 95.0, 85.94, 0.288; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 97.94, 0.787; GCF_002222615.2, s__Bacteroides caccae, 95.0, 82.52, 0.167; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 94.96, 0.632; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 83.16, 0.202; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 83.35, 0.18; GCF_902491285.1, s__Bacteroides sp902491285, 95.0, 84.17, 0.176; GCF_012113595.1, s__Bacteroides faecium, 95.0, 83.69, 0.196; GCA_030295565.1, s__Bacteroides finegoldii, 95.0, 85.4, 0.22; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 96.19, 0.174; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 85.53, 0.2; GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 89.43, 0.398; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 93.86, 0.532; GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 94.49, 0.592; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 83.54, 0.192; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 92.88, 0.555; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 86.55, 0.233; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 90.53, 0.439; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 90.26, 0.49; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 97.58, 0.45; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 86.18, 0.211; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 91.83, 0.492; GCF_900106755.1, s__Bacteroides faecis, 95.0, 88.69, 0.495; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 93.98, 0.605; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 93.23, 0.284; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 92.62, 0.433; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.83, 84.86, 0.187; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 90.81, 0.541	N/A	N/A	N/A	N/A
ERR1018252_M2-PK558A.SZAXPI015248-36_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.81	0.818	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.27, 0.355; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.28, 0.318; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.3, 0.365; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.96, 0.248	N/A	N/A	N/A	N/A
ERR1018253_M2-PK602A.SZAXPI015249-37_bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.95	0.866	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.52, 0.288; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 86.74, 0.245; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.77, 0.359; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.75, 0.371	N/A	N/A	N/A	N/A
ERR1018254_M2-PK615A.SZAXPI015250-39_bin.65	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
ERR1018254_M2-PK615A.SZAXPI015250-39_bin.70	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.71	0.874	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.22, 0.307; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.74, 0.401; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.62, 0.406; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.2, 0.262	N/A	N/A	N/A	N/A
ERR1018255_M2-PK617A.SZAXPI015251-41_bin.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.45	0.786	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 89.97, 0.447; GCF_002222615.2, s__Bacteroides caccae, 95.0, 98.42, 0.832; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 88.16, 0.332; GCF_012113595.1, s__Bacteroides faecium, 95.0, 84.06, 0.249; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 91.88, 0.26; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 90.63, 0.215; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.83, 83.89, 0.21; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 90.76, 0.501; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 84.6, 0.153; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 92.96, 0.552; GCA_900759525.1, s__Bacteroides sp900759525, 95.0, 94.94, 0.677; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 93.34, 0.48; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 89.32, 0.423; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 96.68, 0.396; GCF_041227145.1, s__Bacteroides sp041227145, 95.0, 85.0, 0.29; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 89.43, 0.21; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 94.63, 0.604; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 93.3, 0.539; GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 87.12, 0.17; GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 90.86, 0.503; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 93.5, 0.558; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 94.71, 0.513; GCF_900106755.1, s__Bacteroides faecis, 95.0, 88.13, 0.467; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 90.35, 0.462; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 91.92, 0.496; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 86.93, 0.248; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 84.26, 0.153; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 91.42, 0.548; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 97.72, 0.816; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 89.7, 0.363; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 83.73, 0.289; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 89.52, 0.364; GCF_902491285.1, s__Bacteroides sp902491285, 95.0, 85.44, 0.246; GCA_030295565.1, s__Bacteroides finegoldii, 95.0, 84.29, 0.213; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.29, 0.191; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 87.44, 0.286; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 82.9, 0.195; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 94.25, 0.538; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 87.58, 0.431; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 83.63, 0.222; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 94.37, 0.651	N/A	N/A	N/A	N/A
ERR1018256_M2-PK619A.SZAXPI015252-43_bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	GCF_900537995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	98.01	0.569	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 90.88, 0.17; GCA_934317215.1, s__Roseburia sp934317215, 95.0, 93.94, 0.559; GCF_001406815.1, s__Agathobacter faecis, 95.0, 96.18, 0.281; GCA_003483745.1, s__Roseburia sp003483745, 95.0, 90.44, 0.492; GCF_014287515.2, s__Roseburia rectibacter, 95.0, 91.36, 0.427; GCA_900542495.1, s__Roseburia sp900542495, 95.0, 91.93, 0.338; GCF_000174195.1, s__Roseburia inulinivorans, 95.0, 96.02, 0.532; GCF_020687205.1, s__Hominisplanchenecus faecis, 95.0, 97.54, 0.245	N/A	N/A	N/A	N/A
ERR1018256_M2-PK619A.SZAXPI015252-43_bin.40	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	GCF_039753335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	99.14	0.855	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_015555905.1, s__Clostridium sp015555905, 95.0, 84.02, 0.155; GCF_000577815.1, s__Clostridium saudiense, 95.0, 85.67, 0.245; GCF_015670405.1, s__Clostridium sp015670405, 95.0, 85.15, 0.229; GCF_934754925.1, s__Clostridium sp934754925, 95.0, 84.51, 0.158; GCF_019734195.1, s__Clostridium sp900766315, 95.0, 84.5, 0.155; GCF_004353185.1, s__Clostridium cuniculi, 95.0, 83.89, 0.16	N/A	N/A	N/A	N/A
ERR1018257_M2-PK630A.SZAXPI015253-44_bin.53	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.88	0.853	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.24, 0.38; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.3, 0.385; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.38, 0.254; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.29, 0.321	N/A	N/A	N/A	N/A
ERR1018257_M2-PK630A.SZAXPI015253-44_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_U;s__	N/A	N/A	N/A	N/A	N/A	GCF_025336545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_U;s__Eubacterium_U album	98.89	0.352	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_U;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	27.42	11	0.95939	Genome has more than 15.8% of markers with multiple hits
ERR1018258_M2-PK644A.SZAXPI015254-45_bin.19	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.1%)
ERR1018258_M2-PK644A.SZAXPI015254-45_bin.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCF_900142015.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercorirosoris	97.23	0.301	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 98.82, 0.286; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 97.49, 0.343; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 96.09, 0.324; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 94.65, 0.312; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 90.88, 0.235; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 90.06, 0.198; GCF_900106755.1, s__Bacteroides faecis, 95.0, 88.45, 0.215; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 88.29, 0.173; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 88.13, 0.175; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 87.8, 0.156	49.44	11	0.99381	N/A
ERR1018260_M2-PK649A.SZAXPI015256-47_bin.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	99.39	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 90.65, 0.647; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 96.47, 0.506	N/A	N/A	N/A	N/A
